stateCode,districtName,policeStationName,contactNumber,email
,Palghar,Vangaon Police Station,02528-244047,pi.vangaon.plgr@mahapolice.gov.in
,Palghar,Gholwad Police Station,02528-241100,pi.gholwad.plgr@mahapolice.gov.in
,Palghar,Dahanu Police Station,02528-222444,pi.dahanu.plgr@mahapolice.gov.in
,Palghar,Talasari Police Station,02521-220033,pi.talasari.plgr@mahapolice.gov.in
,Palghar,Saphala Police Station,02525-230255,pi.saphala.plgr@mahapolice.gov.in
,Palghar,Jawhar Police Station,02520-222433,sdpo.jawhar.plgr@mahapolice.gov.in
,Palghar,Kasa Police Station,02528-264044,pi.kasa.plgr@mahapolice.gov.in
,Palghar,Mokhada Police Station,0250-2322188,pi.mokhada.plgr@mahapolice.gov.in
,Palghar,Wada Police Station,02526-271433,pi.wada.plgr@mahapolice.gov.in
MN,Bishnupur,Addl . SP (L O) Bishnupur Police Station,9856325772,
MN,Bishnupur,Bishnupur Police Station,9436299681,
MN,Bishnupur,Bishnupur Contro Room,03879 222604,
,Palghar,Vikramgad Police Station,02520-240033,pi.vikramgad.plgr@mahapolice.gov.in
MN,Bishnupur,CDO Unit Bishnupur,03879 222604,
MN,Bishnupur,DSP (CDO II) Bishnupur Police Station,9856973899,
MN,Bishnupur,DSP (Ops) Bishnupur Police Station,8974500813,
MN,Bishnupur,Kumbi Police Station,9862582877,
MN,Bishnupur,Loktak Police Station,8730860229,
MN,Bishnupur,Moirang Police Station,"9402261205, 03879 262201",
MN,Bishnupur,Nambole Police Station,"9856272636, 0385 2453235",
MN,Bishnupur,DSP (CDO I) Bishnupur Police Station,8794469301,
MN,Bishnupur,Phougakchao Ikhai Police Station,8575620362,
MN,Bishnupur,DSP (CAR) Bishnupur Police station,9856080879,
MN,Bishnupur,SDPO BPR Police Station,"8730871910, 03879 222400",
MN,Bishnupur,SDPO MRG Police Station,"9089041568, 03879 262104",
MN,Bishnupur,SP Bishnupur Police Station,"9436279997, 0379 222270",
MN,Bishnupur,BPR Woman Police Station,8575074483,
MN,Chandel,Addl . SP Chandal  Police Station,"9612462774, 03872 232454",
MN,Chandel,Addl SP (OPs) Moreh Chandal Police Station,9856031555,
MN,Chandel,Chakpikarong Police Station,"9862662685, 03878 242034",
MN,Chandel,Molcham Police Station,8575251451,
MN,Chandel,Moreh Police Station,"8974310053, 03872 264643",
MN,Chandel,SDPO Chandal Police Station,"9862639455, 03872 232235",
MN,Chandel,SDPO Moreh Police Station,"8794168356, 03872 264370",
MN,Chandel,SP Chandal Police Station,03872 232245,
MN,Chandel,Chandal Police Station,"9612550332, 03872 232222",
MN,Chandel,Women Police Station,9862544489,
MN,Churachandpur,Addl SP Churachandpur Police Station,8413015102,
MN,Churachandpur,Henglep Police Station,9862117087,
MN,Churachandpur,Parbung Police Station,9612507413,
MN,Churachandpur,Sangaikot Police Station,9612486243,
MN,Churachandpur,SDPO Churachandpur Police Station,8732026062,
MN,Churachandpur,SDPO Thanlon Police Station,8974818797,
MN,Churachandpur,Singhat Police Station,9436840592,
MN,Churachandpur,SP Churachandpur Police Station,"9615061053, 03874 234257",
MN,Churachandpur,Thanlon Police Station,9856973959,
MN,Churachandpur,Churachundapur Police Station,"8414998081, 03874 234245",
MN,Churachandpur,woman Police Station,9612676540,
MN,Imphal East,Addl SP ( L amd O) Imphal East Police Station,9612962868,
MN,Imphal East,Addl SP (Ops) Imphal East Police Station,9856226025,
MN,Imphal East,Andro Police Station,9436023327,
MN,Imphal East,CDO Imphal Police Station,9856136200,
MN,Chandel,Tengnoupal Police Station,9612507060,
MN,Imphal East,DSP (CAR) Imphal Police Station,9774986297,
MN,Imphal East,DSP(Ops) Imphal East Police Station,9862160857,
MN,Imphal East,DSP (Ops) Imphal East Police Station,9774569661,
MN,Imphal East,Heingang Police Station,9856165243,
MN,Imphal East,Irilbung Police Station,9436039560,
MN,Imphal East,Jiribum Police Station,8730914636,
MN,Imphal East,Lamlai Police Station,9402662352,
MN,Imphal East,Maphou Dam Police Station,9402662352,
MN,Imphal East,Norkotic Imphal East Police Station,9862574410,
MN,Imphal East,Porompat Police Station,9856243149,
MN,Imphal East,Sagolmang Police Station,9856385826,
MN,Imphal East,SDPO Jiribum Police Station,9612529923,
MN,Imphal East,SP Impal East Police Station,"9436682898, 0385 2461790",
MN,Imphal East,SDPO Porompat Police Startion,9436026369,
MN,Imphal East,SDPO Lamlai Police Station,8119998020,
MN,Imphal East,Yaingangpokpi Police Station,9862400933,
MN,Imphal East,TCP Imphal East Police Station,9615220951,
MN,Imphal West,Addl SP (OPs) Imphal West Police Station,9862497906,
MN,Imphal West,Addl SP (LO) Imphal West Police Station,9402882416,
MN,Imphal West,Addl SP (P) Imphal West Police Station,9612934339,
MN,Imphal West,Addl SP (Traffic) Imphal West Police Station,9856558202,
MN,Imphal East,Imphal East Control Room,0385 2452669,
MN,Imphal West,CDO Imphal West Police Station,9856026111,
MN,Imphal West,City Police Station,"9436026255, 0385 2458515",
MN,Imphal West,DY SP (R) Imphal West Police Station,9774619198,
MN,Imphal West,DY SP (OPs) Imphal West Police Station,9612404168,
MN,Imphal West,DY SP (Traffic) Imphal West Police Station,9862064020,
MN,Imphal West,DY SPs (CDO) Imphal West Police Station,9862755334,
MN,Imphal West,Imphal West Police Station,9862582877,
MN,Imphal West,Imphal West Control Room,0385 2450214,
MN,Imphal West,Lamphal Police Station,9612784468,
MN,Imphal West,Lamsang Police Station,9436023115,
MN,Imphal West,Mayang Imphal Police Station,8974777793,
MN,Imphal West,Patsoi Police Station,9436205670,
MN,Imphal West,SDPO Imphal Police Statioin,9612007472,
MN,Imphal West,SDPO Lamphel Police Station,8974550435,
MN,Imphal West,Sekmai Police Station,8414820010,
MN,Imphal West,Singjamei Police Station,9436026170,
MN,Imphal West,SP Imphal West Police Station,"9436023018, 0385 2450159",
MN,Imphal West,TI (TCP) Imphal West Police Staiton,9402881534,
MN,Imphal West,Wangoi Police Station,9436026054,
MN,Imphal West,Women Police Station,9862765052,
MN,Senapati,Addl SP (NHP) Senapati Police Station,9612462396,
MN,Senapati,Addl SP Kangpokpi Police Station,"9862321015, 03880 263311",
MN,Senapati,Chalwa Police Station,9612378771,
MN,Senapati,Kangpokpi Police Station,"7085511584, 03880 263305",
MN,Imphal West,SDPO Singjamei Police Station,8131915684,
MN,Senapati,Mao Police Station,"9862484709, 03871 231371",
MN,Senapati,New Keithelmanbi Police Station,9402881200,
MN,Senapati,Saikul Police Station,9862901107,
MN,Senapati,Sapermeina Police Station,9862421382,
MN,Senapati,SDPO MSO Senapati Police Staiton,"8414996035, 03871 231203",
MN,Imphal West,SDPO Mayang Police Station,8014002078,
MN,Senapati,Senapati Police Station,"9436292650, 03871 222246",
MN,Senapati,SP Senapti Police Station,"9436033471, 03871 222248",
MN,Senapati,Tadubi Police Station,"8414870164, 03871 263424",
MN,Senapati,Tungjoy Police Station,9402262492,
MN,Senapati,Women Police Station,9862291171,
MN,Tamenglong,Addl SP Tamenglong Police Station,"9436270629, 8974546772",
MN,Tamenglong,Khoupum Police Station,"8974213525, 9402611005",
MN,Tamenglong,Nungba Police Station,9856804315,
MN,Tamenglong,SDPO NBA Tamenglong Police Station,9436288088,
MN,Tamenglong,SDPO TML Tamenglong Police Station,"8732894309, 9436422424",
MN,Tamenglong,Noney Police Stationi,9612648025,
MN,Tamenglong,SDPO TSM Tamenglong Police Station,"9436274947, 8974241397",
MN,Tamenglong,SP Tamenglong Police Station,"9862870507, 03877 267008",
MN,Tamenglong,Tousem Police Station,9402750349,
MN,Thoubal,Addl SP (OPs) Thoubal Police Station,9612904636,
MN,Thoubal,Arong Nongmaikhong Police Station,9615072674,
MN,Thoubal,CDO Thoubal Police Station,"9862061467, 03848 223901",
MN,Tamenglong,Tamei Police Station,9485273920,
MN,Thoubal,DY SP (OPs) Thoubal Police Station,9612459423,
MN,Thoubal,DyY SPs (CDO) Thoubal Police Station,9436036245,
MN,Thoubal,Heirok Police Station,9856114592,
MN,Thoubal,Hiyanglam Police Station,8732063462,
MN,Thoubal,Kakching Police Station,9436891108,
MN,Thoubal,Khongjom Police Station,9856143414,
MN,Thoubal,Lilong Police Staiton,9856089966,
MN,Thoubal,Pallel Police Station,9856136572,
MN,Thoubal,Nongpok Police Station,8974377686,
MN,Thoubal,SDPO Kakching Police Station,9612138282,
MN,Thoubal,SDPO Sugnu Police Station,9856630828,
MN,Thoubal,SDPO Thoubal Police Station,9612459423,
MN,Thoubal,SDPO Yairipok Police Station,8413968660,
MN,Thoubal,SP Thoubal Police Station,"9436026077, 03848 222415",
MN,Thoubal,Sugnu Police Station,9856338355,
MN,Thoubal,Thoubal Control Room,03848 223901,
MN,Tamenglong,Tamenglong Police Station,8731039793,
MN,Thoubal,Thoubal Police Station,9862121338,
MN,Thoubal,Traffic Thoubal Police Station,8415872895,
MN,Thoubal,Waikhong Police Station,9862037807,
MN,Thoubal,Wangoo Police Station,8575017091,
MN,Thoubal,Yairipok Police Station,9856610424,
MN,Ukhrul,Addl SP (LO) Ukhrul Police Station,"9862211449, 8974931282",
MN,Ukhrul,Addl SP (OPs) And Addl Charge SDPO Phungyar,9862741784,
MN,Ukhrul,Chasad Police Station,9612946768,
MN,Ukhrul,Chingai Police Station,9612509638,
MN,Ukhrul,Jessami Police Station,"8731088907, 9402271417",
MN,Ukhrul,Kosam Khullen Police Station,9191712571,
MN,Ukhrul,Litan Police Station,9612339166,
MN,Ukhrul,SDPO Chingai Police Station,8416003907,
MN,Ukhrul,SDPO Ukhrul Police Station,"9612104223, 03870 265054",
MN,Ukhrul,SDPOP Jesami Police Station,9774013269,
MN,Ukhrul,Somdal Police Station,9402009281,
MN,Ukhrul,SP Ukhrul Police Station,"8730980503, 03870 265922",
MN,Ukhrul,Phungyar Police Station,9436285809,
MN,Ukhrul,Women Police Station,8731857983,
MZ,AIZAWL,AIZAWL PS,"0389-2301497, 2322319 / 9436156929",spaizawl@gmail.com
MZ,AIZAWL,KULIKAWN PS,0389-2322379 / 9436960321,
MZ,AIZAWL,BAWNGKAWN PS,0389-2347570 / 9436384282,
MZ,AIZAWL,SAKAWRDAI PS,8014075485,
MN,Ukhrul,Ukhrul Police Station,"9436844193, 03870 265034",
MZ,AIZAWL,DARLAWN PS,0389-2569342 / 9862378117,
MZ,AIZAWL,SAITUAL PS,9856927618,
MZ,AIZAWL,SAIRANG PS,0389-2568209 / 9436146938,
MZ,AIZAWL,VAIVAKAWN PS,0389-2342303 / 9436155237,
MZ,AIZAWL,SIALSUK PS,0389-2571343 / 9436960125,
MN,Ukhrul,Sangsak Police Station,841395543,
MZ,AIZAWL,LUANGMUAL OP,0389-2341463 / 9862364400,
MZ,AIZAWL,N.VERVEK OP,9862982629,
MZ,LUNGLEI,TLABUNG PS,03834-222020 / 8732857510 / 9436871596,
MZ,LUNGLEI,BUNGHMUN PS,9402521741,
MZ,LUNGLEI,LUNGLEI PS,"0372-2324390,100 / 9436965720",splunglei@gmail.com
MZ,LUNGLEI,HNAHTHIAL PS,0372-2332411 / 8014162637,
MZ,LUNGLEI,THINGSAI PS,9436755103,
MZ,LUNGLEI,HRANGCHALKAWN OP,0372-2324735 / 9862803480,
MZ,LUNGLEI,S.VANLAIPHAI OP,8014318611,
MZ,SAIHA,SAIHA PS,"03835-225052, 100 / 9436393947",spsha-mz@nic.in
MZ,LUNGLEI,LUNGSEN PS,9862162112,
MZ,SAIHA,TUIPANG PS,03835-280011 / 9862183083,
MZ,SAIHA,KAWLCHAW OP,03835-292875 / 9436386011,
MZ,SAIHA,SAIHA TLANGKAWN OP,03835-223015 / 9862808235,
MZ,KOLASIB,KOLASIB PS,03837-222281 / 9862315010,spklb-mz@nic.in
MZ,KOLASIB,KAWNPUI PS,03837-266459 / 9863373681,
MZ,KOLASIB,VAIRENGTE PS,03837-261077 / 9436143198 / 9856526530,
MZ,KOLASIB,BAIRABI PS,03837-200912 / 9862732602,
MZ,SAIHA,LUNGBUN OP,9402324192,
MZ,KOLASIB,BILKHAWTHLIR OP,9862306914,
MZ,MAMIT,MAMIT PS,0389-2565222 / 9612694282 / 9402116038,spmamitdef@gmail.com
MZ,MAMIT,W. PHAILENG PS,9615990712,
MZ,MAMIT,MARPARA PS,7308936638,
MZ,MAMIT,KAWRTHAH PS,9612564610/7308982798,
MZ,SAIHA,PHURA PS,9436783510,
MZ,MAMIT,KANHMUN PS,9862846482,
MZ,MAMIT,ZAWLNUAM OP,8974855828 / 9862373232,
MZ,CHAMPHAI,NGOPA PS,8731913393,
MZ,CHAMPHAI,CHAMPHAI PS,03831-234046 / 8014604303,spcpi-mz@nic.in
MZ,CHAMPHAI,ZOKHAWTHAR OP,9402321937,
MZ,SERCHHIP,SERCHHIP PS,03838-222528 / 9863245877,spoffice.serchhip@yahoo.com
MZ,SERCHHIP,N.VANLAIPHAI PS,9436146451,
MZ,CHAMPHAI,KHAWZAWL PS,03831-261117 / 9862725474,
MZ,SERCHHIP,THENZAWL PS,03838-261352 / 9862256008,
MZ,LAWNGTLAI,BORAPANSURY PS,9436726957/9862372383,
MZ,LAWNGTLAI,VASEITLANG PS,03835-290717 / 9862142866,
MZ,LAWNGTLAI,SANGAU PS,9402305559,
MZ,LAWNGTLAI,LAWNGTLAI PS,03835-232245 / 9862361619,splti-mz@nic.in
MZ,LAWNGTLAI,BUNGTLANG OP,9436742988,
MZ,LAWNGTLAI,BUALPUI 'NG' OP,03835-262101 / 9402305615,
NL,Dimapur,East P.S.,03862-227607(O),07085055020 / 07085055030
NL,Dimapur,West P.S.,03862-232181(O),07085055024 / 07085055034
NL,Dimapur,Sub-Urban P.S.,03862-232198(O),07085055026 / 07085055036
NL,Dimapur,Medziphema P.S.,03862-247227(O),07085055023 / 07085055033
NL,Dimapur,GRPS Dimapur,03862-230645(O),7085055021
NL,Dimapur,Diphupar P.S.,03862-243194(O),07085055022 / 07085055032
NL,Dimapur,Niuland P.S.,03862-265325,07085055025 / 07085055035
NL,Dimapur,Women Cell Dimapur,03892-225211,07085055027 / 07085055037
NL,Kiphire,Kiphire P.S.,03863-226675(O),8414842735
NL,Kiphire,Pungro P.S.,,8731813367
NL,Kiphire,Seyochung Police Outpost,,9612097686
NL,Kohima,North P.S.,0370-2222222(O) / 08575045501,08575045510 / 09612097462
NL,Kohima,South P.S.,0370-2222111(O) / 08575045502,08575045520 / 09436009030
NL,Kohima,Khuzama P.S.,0370-2902075 / 08575045505,08575045515 / 09856262826
MZ,LAWNGTLAI,CHAWNGTE PS,0372-2563530 / 9402584172,
NL,Kohima,Tseminyu P.S.,0370-2902071 / 08575045508,08575045517 / 09436604739
NL,Kohima,Chiephobozou P.S.,0370-2902073 / 08575045506,08575045516 / 08731891523
NL,Kohima,Sechu (Zubza) P.S.,8575045507,08575045518 / 09615103118
NL,Kohima,Women Police Station,,8575045519
NL,Kohima,Kezocha PS,8575045549,08575045538  / 09862776018
NL,Longleng,Longleng P.S.,0369-2236364(O),8014808472
NL,Mokokchung,Mokokchung P.S.-I,0369-2226241(O),9436807778
NL,Mokokchung,Mokokchung P.S.-II,0369-2226213(O),9485232689
NL,Mokokchung,Mangkolemba P.S.,03695-2263515(O),8974056839
NL,Mokokchung,Tuli P.S.,03697-267278(O),9612313724
NL,Mokokchung,Changtongya P.S.,03695-264212(O),9856541134
NL,Mokokchung,Kobulong P.S.,03865-2262451(O),9862426129
NL,Mon,Mon P.S.,03869-251244(O),8575277134
NL,Tue,Tizit P.S.,03862-269262(O),9856277771
NL,Wed,Tobu P.S.,,8974850481
NL,Mokokchung,Longchem P.S.,,9862388310
NL,Fri,Naginimora P.S.,03862-272248(O),9672864667
NL,Peren,Peren P.S.,03869-267242(O),9485288173
NL,Thu,Aboi P.S.,,9862488578
NL,Mokokchung,Longthu PS,,8575465204
NL,Peren,Jalukie P.S.,03869-220244(O),9485288174
NL,Peren,Tening P.S.,,9485288175
NL,Peren,Athibung P.S.,,9485288176
NL,Phek,Pfutsero P.S.,03865-262418(O),03865-262418(O)
NL,Phek,Meluri P.S.,03865-261130(O),03865-261130(O)
NL,Phek,Phek P.S.,03865-223046(O),03865-223046(O)
NL,Phek,Chazouba P.S.,03865-263143(O),03865-263143(O)
NL,Phek,Chizami P.S.,03865-264119(O),03865-264119(O)
NL,Phek,Khezhakeno P.S.,,
NL,Phek,Women Cell Phek,,
NL,Tuensang,Tuensang P.S.,03861-220224(O),9612128948
NL,Tuensang,Noklak P.S.,,8575017644
NL,Tuensang,Longkhim P.S.,0369-2271269(O),7085576824
NL,Tuensang,Chessore P.S.,,730828699
NL,Tuensang,Noksen P.S.,,7308574190
NL,Tuensang,Women Cell Tuensang,,9862501378
NL,Wokha,Wokha P.S.,03860-222011,8974038155
NL,Wokha,Bhandari P.S.,,8415003904
NL,Wokha,Sungro P.S.,,7085613824
NL,Wokha,Ralan P.S.,,9856277771
NL,Wokha,Champang P.S.,,8794417269
NL,Wokha,Sanis P.S.,,9862280855
NL,Tuensang,Shamatore P.S.,03861-224323(O),9612415651
NL,Wokha,Women Cell Wokha,,9402017026
NL,Wokha,Doyang Police Outpost,,8415012040
NL,Zunheboto,Zunheboto P.S.,03867-220333(O),9774117654
NL,Zunheboto,Akuluto P.S.,0369-260304(O),8974682896
NL,Zunheboto,Pughoboto P.S.,,9774117652
NL,Zunheboto,Gathashi P.S.,03867-207103(O),8575012383
NL,Zunheboto,V.K. Town P.S.,03867-207103(O),9774117618
NL,Zunheboto,Aghunato P.S.,03867-262222(O),9774117630
NL,Zunheboto,Satakha P.S.,03867-261206(O),9774117616
NL,Zunheboto,Suruhuto Police Outpost,,9889261381
NL,Zunheboto,Atoizu Police Outpost,,9414976134
NL,Zunheboto,Satoi Police Outpost,,9402720994
NL,Tuensang,Thonoknyu P.S.,,8974831314
NL,Zunheboto,Women Cell Zunheboto,,9402831410
OR,Bhubaneswar,Capital Police Station,91-674-2533732,capitalps.odpol@nic.in
OR,Bhubaneswar,Kharavelnagar Police Station,91-674-2534272,kvnagarps.odpol@nic.in
OR,Bhubaneswar,Saheed Nagar Police Station,91-674-2541064,sahidnagarps.odpol@nic.in
OR,Bhubaneswar,Nayapalli Police Station,91-674-2556668,nayapallips.odpol@nic.in
OR,Bhubaneswar,Khandagiri Police Station,91-674-2350100,khandagirips.odpol@nic.in
OR,Bhubaneswar,Mancheswar Police Station,91-674-2585881,mancheswarps.odpol@nic.in
OR,Bhubaneswar,ShreeLingaraj Police Station,91-674-2340475,srilingarajps.odpol@nic.in
OR,Bhubaneswar,Chandrasekharpur Police Station,91-674-2741999,cspurps.odpol@nic.in
OR,Bhubaneswar,Badagada Police Station,91-674-2310320,badagadaps.odpol@nic.in
OR,Bhubaneswar,Airfield Police Station,91-674-2590192,airfieldps.odpol@nic.in
OR,Bhubaneswar,Laxmisagar Police Station,91-674-2571099,laxmisagarps.odpol@nic.in
OR,Bhubaneswar,Jatni Police Station,91-674-2490656,jatnips.odpol@nic.in
OR,Bhubaneswar,"Mahila, Bhubabeswar Police Station",91-674-2530694,mahilapsbbsr.odpol@nic.in
OR,Bhubaneswar,Spl. Energy Police Station,91-674-2396020,energypsbbsr.odpol@nic.in
OR,Bhubaneswar,Chandaka Police Station,91-674-2466000,chandakaps.odpol@nic.in
OR,Bhubaneswar,Balianta Police Station,91-674-2461333,baliantaps.odpol@nic.in
OR,Bhubaneswar,Nandankanan Police Station,91-674-2466100,nandankanaps.odpol@nic.in
OR,Bhubaneswar,Tamando Police Station,91-674-2475252,tamandops.odpol@nic.in
OR,Bhubaneswar,Dhauli Police Station,91-674,dhualips.odpol@nic.in
OR,Bhubaneswar,Traffic Police Station,91-674-2530941,trafficpsbbsr.odpol@nic.in
OR,CUTTACK,Cantonment,91-671-2301427,cantonmentps.odpol@nic.in
OR,CUTTACK,Bidanasi,91-671-2366252,bidanasips.odpol@nic.in
OR,CUTTACK,Markatnagar,91-671-2505984,markatnagarps.odpol@nic.in
OR,CUTTACK,Lalbag,91-671-2507951,lalbagps.odpol@nic.in
OR,CUTTACK,Purighat,91-671-2419416,purighatps.odpol@nic.in
OR,CUTTACK,Madhupatna,91-671-2341350,madhupatnaps.odpol@nic.in
OR,Bhubaneswar,Infocity Police Station Police Station,91-674-2725700,infocityps.odpol@nic.in
OR,CUTTACK,Chauliaganj,91-671-2442772,chauliaganjps.odpol@nic.in
OR,CUTTACK,Malgodown,91-671-2548300,malgodownps.odpol@nic.in
OR,CUTTACK,Mangalabag,91-671-2305901,mangalabagps.odpol@nic.in
OR,CUTTACK,Daraghabazar,91-671-2203391,darghabazarps.odpol@nic.in
OR,Bhubaneswar,Balipatna Police Station,91-674-2462219,balipatnaps.odpol@nic.in
OR,CUTTACK,"Mahila, Cuttack",91-671-2304737,mahilapsctc.odpol@nic.in
OR,CUTTACK,Choudwar,91-671-2394322,choudwarps.odpol@nic.in
OR,CUTTACK,Sadar,91-671-2586446,sadarps.odpol@nic.in
OR,CUTTACK,Baranga,91-671-2870436,barangaps.odpol@nic.in
OR,CUTTACK,Jagatpur,91-671-2491767,jagatpurps.odpol@nic.in
OR,CUTTACK,Badambadi,91-671-2319100,badambadips.odpol@nic.in
OR,CUTTACK,Kandarpur,91-671-2802235,kandarpur.odpol@nic.in
OR,CUTTACK,CDA Phase-II,91-671-2309889,cdaphase2.odpol@nic.in
OR,CUTTACK,Traffic,91-671-2345370,trafficpsctc.odpol@nic.in
OR,CUTTACK,"N.H Traffic, Phulnakhara",91-9861529880,
OR,Angul,Angul PS,06764-230444,spang.odpol@nic.in
OR,Angul,Nalco PS,06764-220232,iic.nalco@odishapolice.gov.in
OR,Angul,Banarpal PS,06764-229260,iic.banarpal@odishapolice.gov.in
OR,CUTTACK,Spl. Energy,91-671-2422364,energypsctc.odpol@nic.in
OR,Angul,Bantala PS,06764-286119,iic.bantala@odishapolice.gov.in
OR,Angul,Chhendipada PS,06761-252324,iic.chhendipada@odishapolice.gov.in
OR,Angul,Purunakote,,iic.purunakote@odishapolice.gov.in
OR,Angul,Talcher PS,06760-240236,iic.talcher@odishapolice.gov.in
OR,Angul,Colliery PS,06760-240278,iic.colliery@odishapolice.gov.in
OR,Angul,Vikrampur PS,06760-260036,iic.vikrampur@odishapolice.gov.in
OR,Angul,Industrial PS (Nisa),,iic.industrial@odishapolice.gov.in
OR,Angul,Samal PS,06760-266790,iic.samal@odishapolice.gov.in
OR,Angul,NTPC PS,06760-243547,iic.ntpc@odishapolice.gov.in
OR,Angul,Pallahara PS,06765-279231,iic.palhara@odishapolice.gov.in
OR,Angul,Khamar PS,06760-278207,iic.khamar@odishapolice.gov.in
OR,Angul,Rengali PS,06765-277267,iic.rengaliang@odishapolice.gov.in
OR,Angul,Jarapada PS,"06764-289155, 06764-288915",iic.jarapada@odishapolice.gov.in
OR,Angul,Kaniha PS,06760-243237,iic.kaniha@odishapolice.gov.in
OR,Angul,Athamallik PS,06763-254224,iic.atahmallik@odishapolice.gov.in
OR,Angul,Kiakata PS,06763-212510,iic.kiakata@odishapolice.gov.in
OR,Angul,Kishorenagar PS,06763-257028,iic.kishornagar@odishapolice.gov.in
OR,Angul,Handapa PS,06763-255083,iic.handapa@odishapolice.gov.in
OR,Angul,Thakurgarh PS,06763-259006,iic.thakurgarh@odishapolice.gov.in
OR,Angul,Special Energy Police Station,,iic.egyang@odishapolice.gov.in
OR,Balangir,Addl SP Balaggir Police Station,06652 234635,
OR,Balangir,Bangamunda Police Station,06657 282227,
OR,Balangir,Inspr DCRB Balangir,06652 232375,
OR,Balangir,Kantabanji Police Station,06657 220240,
OR,Balangir,Belpada Police Station,06658 264421,
OR,Balangir,Khaparakhol Police Staion,06658 281100,
OR,Balangir,Laramba Police Station,06658 281100,
OR,Balangir,Lathore Police Station,06658 266012,
OR,Balangir,Loisinngha Police Station,06653 274030,
OR,Balangir,Patnagarh Police Station,06658 222223,
OR,Balangir,Saintala Police Staiton,06655 256040,
OR,Balangir,SDPO Patnagarh Police Station,06658 222228,
OR,Balangir,SDPO Sadar Police Station,06652 232255,
OR,Balangir,SDPO Titilagarh Police Station,06655 220411,
OR,Balangir,Sindhikela Police Station,06657 284406,
OR,Balangir,Tactical Command,06652 234021,
OR,Balangir,Titilagarh Policel Staiton,06655 220441,
OR,Balangir,Town Police Station,06652 232400,
OR,Balangir,Tureikela Police Station,06657 286009,
OR,Balangir,Tusura Police Station,06652 256038,
OR,Balasore,Addl SP Balasore,06782 262019,
OR,Balangir,Sadar Police Station,06652 250525,
OR,Balasore,Baliapal Police Station,06781 253325,
OR,Balasore,Basta Police Station,06781 252126,
OR,Balasore,Berhampur Police Station,06782 223001,
OR,Balasore,Bhogarai Police Station,06781 231349,
OR,Balasore,Bichargunj T O P,06782 262053,
OR,Balasore,Chandaneswar Our Post,06781 232540,
OR,Balasore,Chandipur Police Station,06788 272110,
OR,Balasore,Amarda Road Our Post,06781 252010,
OR,Balasore,D F S  L Balasor D S B,06782 263492,
OR,Balasore,Damodapur  T O P,06782 260132,
OR,Balasore,Durgadevi Our Post,06782 229001,
OR,Balasore,Gopalpur Our Post,06782 237743,
OR,Balasore,Industrial Area Police Statrion,06782 255900,
OR,Balasore,Ajodya Our Post,06782 221151,
OR,Balasore,Inspr DCRB,06782 262186,
OR,Balasore,Iswarpur Our Post,06782 222440,
OR,Balasore,Khaira Police Station,06788 233224,
OR,Balasore,Khantapada Police Station,06782 211641,
OR,Balasore,Kusagarh Our Post,06781 211440,
OR,Balasore,Jaleswar Police Station,06781 222227,
OR,Balasore,Kamarda Police Staiton,06781 230152,
OR,Balasore,Nampo Our Post,06781 211364,
OR,Balasore,Police Hospital Balasore,06782 241262,
OR,Balasore,Raibania Police Station,06781 234630,
OR,Balasore,Remuna Police Station,06782 224940,
OR,Balasore,Remuna Golei Police Station,06782 240914,
OR,Balasore,Nilagiri Police Station,06782 233227,
OR,Balasore,Rupsa Police Station,06781 213251,
OR,Balasore,Sadar Police Station,06782 256438,
OR,Balasore,Oupada Police Station,06788 279917,
OR,Balasore,Sahadev Khunta Police Station,,
OR,Balasore,Sarta Our Post,06781 213156,
OR,Balasore,SDPO Basta,06781 252122,
OR,Balasore,SDPO Jaleswar,06781 222221,
OR,Balasore,SDPO Nilagiri,06782 233250,
OR,Balasore,SDPO Sadar,06782 262730,
OR,Balasore,Singla Police Station,06781 256042,
OR,Balasore,Simulia Police Station,06788 239834,
OR,Balasore,Town Control,06782 262186,
OR,Balasore,Town Police Station,06782 262014,
OR,Balasore,VHF Control,06782 269582,
OR,Balasore,Soro Police Station,06788 221225,
OR,Bargarh,Ambhabhona Police Station,06646 268842,
OR,Bargarh,Attabira Police Station,06682 221610,
OR,Bargarh,Barpali Police Station,06646 256709,
OR,Bargarh,Bhatli Police Station,06646 261203,
OR,Bargarh,Bheden Police Station,06682 259030,
OR,Bargarh,Bijepur Police Station,06685 274025,
OR,Balasore,Sunhat T O P,06788 221225,
OR,Bargarh,A N Cell Bargarh,06646 234150,
OR,Bargarh,Buden Police Station,06683 271041,
OR,Bargarh,D S P D I B Bargarh,06646 230050,
OR,Bargarh,D S P HRPC Bargarh,06646 234482,
OR,Bargarh,Gaisilet Police Station,06683 226628,
OR,Bargarh,Godhbhaga Out Post,06682 230373,
OR,Bargarh,Jharbandha Police Station,06684 235547,
OR,Bargarh,Melchamunda Police Staiton,06683 227728,
OR,Bargarh,Padmapur Police Station,06683 223430,
OR,Bargarh,Sadar Police Station,06646 233880,
OR,Bargarh,SDPO Bargarh,06646 233840,
OR,Bargarh,SDPO Padmapur,06683 223405,
OR,Bargarh,Sohella Police Station,06685 220205,
OR,Bargarh,Town Police Station,06646 233020,
OR,Bhadrak,Addl SP Bhadrak,06784 240280,
OR,Bhadrak,Agarpada Police Station,06784 262725,
OR,Bhadrak,Bansada Police Station,06786 293609,
